snr_db,policy,sinr_weak_mean,sinr_weak_std,sinr_weak_ci95,sinr_strong_mean,sinr_strong_std,sinr_strong_ci95,rate_weak_mean,rate_weak_std,rate_weak_ci95,rate_strong_mean,rate_strong_std,rate_strong_ci95,sum_rate_mean,sum_rate_std,sum_rate_ci95,outage_weak_mean,outage_weak_std,outage_weak_ci95,outage_strong_mean,outage_strong_std,outage_strong_ci95,ber_weak_mean,ber_weak_std,ber_weak_ci95,ber_strong_mean,ber_strong_std,ber_strong_ci95,cache_hit_weak_mean,cache_hit_weak_std,cache_hit_weak_ci95,cache_hit_strong_mean,cache_hit_strong_std,cache_hit_strong_ci95,transmission_needed_mean,transmission_needed_std,transmission_needed_ci95,sic_success_mean,sic_success_std,sic_success_ci95,cic_opportunity_mean,cic_opportunity_std,cic_opportunity_ci95,cic_benefit_mean,cic_benefit_std,cic_benefit_ci95,energy_mean,energy_std,energy_ci95,outage_probability,cache_hit_rate,sic_success_rate,cic_benefit_rate,fairness_mean,energy_efficiency
30,none,6.46386239791603,16.63736388858859,1.031194497319926,31.84089974680661,22.645370440764854,1.403574601400934,1.370825322405159,1.6300659001315065,0.10103253121952722,4.222283829111916,2.037520568804507,0.12628683322653558,5.635022015946239,0.875511801649462,0.05426478366676931,0.024,0.15312559370479986,0.009490822625785085,0.146,0.3532829019480122,0.02189670111957324,0.12739431089122288,0.08724287844209655,0.005407369627922057,0.04034788102646546,0.09333878320589989,0.005785197719602608,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.08499999999999999,0.0,1.0,0.0,0.626319167063102,2.8175110079731196
-10,dqn,inf,,,inf,,,7.23,4.477404063421923,0.2775123789680029,6.59,4.742825570732535,0.29396337442869563,9.924069816492262,9.940858636029224,0.6161408016770996,0.277,0.44774040634219225,0.027751237896800292,0.341,0.47428255707325345,0.029396337442869562,0.11814862832896258,0.19213068712410378,0.011908383362616936,0.11604515150916708,0.16270357107245792,0.010084471813428217,0.723,0.44774040634219225,0.027751237896800292,0.659,0.47428255707325345,0.029396337442869562,0.507,0.5002011607355596,0.031002789141213315,0.493,0.5002011607355596,0.031002789141213315,0.396,0.48930912869414506,0.03032769400108461,0.0,0.0,0.0,1.014,1.0004023214711193,0.06200557828242663,0.30900000000000005,0.6910000000000001,0.493,0.0,0.691,9.78705110107718
-8,dqn,inf,,,inf,,,7.4,4.388537257362555,0.2720043572635747,6.9,4.627246633951059,0.2867997177092022,10.25499570562753,9.90723698886518,0.6140569103960911,0.26,0.4388537257362556,0.02720043572635747,0.31,0.4627246633951059,0.028679971770920215,0.10503252614980138,0.17903418188623355,0.01109665355819303,0.09383024725573232,0.14179229227054801,0.008788377325331904,0.74,0.4388537257362556,0.02720043572635747,0.69,0.46272466339510593,0.02867997177092022,0.492,0.5001861515337926,0.031001858861249804,0.541,0.49856550980544934,0.030901410446249333,0.414,0.49279493386889334,0.030543746444188002,0.0,0.0,0.0,0.984,1.0003723030675853,0.06200371772249961,0.28500000000000003,0.715,0.541,0.0,0.715,10.42174360328001
-6,dqn,inf,,,inf,,,7.21,4.487319471135974,0.2781269423051928,7.023040313618551,4.529161208475996,0.2807203200537513,10.280057503103363,9.86212489873202,0.6112608340813919,0.279,0.4487319471135974,0.02781269423051928,0.184,0.38767808075037513,0.024028536388239742,0.10678505778314344,0.17442766516203898,0.010811138693602024,0.07932840454336648,0.12362547911143267,0.007662386580105244,0.721,0.4487319471135974,0.02781269423051928,0.698,0.45935499018406994,0.02847111726150061,0.493,0.5002011607355596,0.031002789141213315,0.683,0.465540253606203,0.028854483860205143,0.405,0.4911376754192415,0.0304410285012878,0.092,0.28917057184232914,0.017922977730576214,0.986,1.0004023214711193,0.06200557828242663,0.2315,0.7095,0.683,0.092,0.7259013160197969,10.42602180842126
-4,dqn,inf,,,inf,,,7.0524822075954585,4.558952723646345,0.2825668172943122,7.193133697131332,4.373973073911458,0.2711016598210411,10.274074183152816,9.789738319404723,0.6067742674124187,0.287,0.4525879316064844,0.028051690625467602,0.047,0.21174474216810163,0.013124075089199504,0.10481551758916023,0.1668465041535556,0.010341253466134799,0.06216277503562718,0.1015853825532569,0.00629632724261733,0.705,0.4562709536921929,0.028279966699353037,0.708,0.45490981847278583,0.02819560266441577,0.497,0.500241183071967,0.031005269751323762,0.784,0.4117201883725324,0.02551868165704321,0.407,0.4915206939617015,0.030464768236500732,0.189,0.3917045218432287,0.024278097792710868,0.994,1.000482366143934,0.062010539502647524,0.16699999999999998,0.7064999999999999,0.784,0.189,0.7471723993248387,10.336090727517924
-2,dqn,inf,,,inf,,,7.056901491397759,4.531153274490456,0.2808437895845114,7.096423923305369,4.355610647150488,0.2699635448191603,10.042235622375593,9.688305939133942,0.600487423349518,0.228,0.4197525368502163,0.02601653177357669,0.017,0.1293357171384909,0.008016310799790564,0.09761600114477688,0.15771603753474303,0.00977534128206935,0.0519452159031986,0.08532469168800896,0.005288479181160609,0.703,0.4571651780264984,0.028335391297809882,0.692,0.4618975528722244,0.028628706929591848,0.514,0.5000540511325292,0.030993671193552633,0.806,0.3956267439399421,0.024521199636878124,0.423,0.4942826269608465,0.03063595461733346,0.279,0.4487319471135974,0.02781269423051928,1.028,1.0001081022650584,0.061987342387105265,0.1225,0.6975,0.806,0.279,0.7534429017801066,9.768711694917892
0,dqn,inf,,,inf,,,6.968662355636672,4.537240945699547,0.2812211073551838,7.294861401337494,4.1860344737401025,0.2594531046996593,10.103597117798254,9.55259347602554,0.5920758777397532,0.181,0.3852108349818153,0.02387561491118893,0.015,0.12161327966052801,0.007537669166025826,0.08936336650318683,0.14461321660549878,0.00896322002703853,0.034073273410887575,0.06474302718517472,0.0040128143989793,0.691,0.4623123757079543,0.028654417915324436,0.705,0.4562709536921929,0.028279966699353037,0.518,0.49992592043814443,0.030985729570836913,0.836,0.3704608498090469,0.02296140135863559,0.432,0.49560228169533455,0.030717747665179197,0.321,0.46709439857182755,0.028950810763152115,1.036,0.9998518408762889,0.061971459141673825,0.098,0.698,0.836,0.321,0.7638333208256847,9.752506870461636
2,dqn,inf,,,inf,,,7.1423084803732655,4.433792699019392,0.2748093185977631,7.393861477399937,4.044788326095398,0.2506985777689381,10.822405994732934,9.370343541842537,0.5807799097892454,0.151,0.35822803816469656,0.022203203837749645,0.013,0.11333068359382573,0.007024308543231176,0.07649850193690878,0.13232793148343783,0.0082017701663088,0.02206151371520624,0.05385528841013986,0.003337985358257682,0.706,0.4558198896184454,0.0282520094584162,0.706,0.4558198896184454,0.0282520094584162,0.49,0.5001501276118503,0.030999626075435438,0.915,0.2790212408632233,0.017293915679206937,0.392,0.4884409632438445,0.030273884548991825,0.312,0.46354166034011535,0.028730609766197752,0.98,1.0003002552237006,0.061999252150870876,0.082,0.706,0.915,0.312,0.788644789063369,11.04327142319687
4,dqn,inf,,,inf,,,7.339697622074669,4.305120680880235,0.26683414428813845,7.493673224634813,3.848877330704478,0.23855588847245937,10.928146525351597,9.137158016763154,0.5663269212072353,0.125,0.33088439746304826,0.020508427428635175,0.014,0.11754921445002436,0.00728577579458282,0.06403996983669222,0.12212238953388847,0.007569224122896166,0.011916948528611384,0.047109325361254936,0.002919866236639803,0.723,0.4477404063421923,0.027751237896800295,0.701,0.4580489153014215,0.02839016590159205,0.497,0.500241183071967,0.031005269751323762,0.972,0.16505527329729044,0.010230231827443757,0.418,0.4934769695938398,0.03058601945638213,0.351,0.4775217555536365,0.02959710504470035,0.994,1.000482366143934,0.062010539502647524,0.0695,0.712,0.972,0.351,0.7985534552042212,10.994111192506637
6,dqn,inf,,,inf,,,7.246813001605522,4.295773834890783,0.266254820771735,7.679952183098381,3.6258094715226084,0.2247299993197281,11.068676525793206,8.83844566520272,0.5478125378425792,0.081,0.272971634998059,0.016918957222994375,0.009,0.09448771310560927,0.005856409132559638,0.054135729611974485,0.1049177780754332,0.006502871256943946,0.006125359749452299,0.037116454101743496,0.0023005016591599262,0.708,0.45490981847278583,0.02819560266441577,0.708,0.45490981847278583,0.02819560266441577,0.506,0.5002141683461336,0.03100359536126939,0.992,0.08912880535463236,0.005524260588988815,0.428,0.49503642397409614,0.03068267544025736,0.378,0.4851302416375951,0.030068683897892034,1.012,1.0004283366922673,0.06200719072253878,0.045,0.708,0.992,0.378,0.8135829896757171,10.93742739702886
8,dqn,inf,,,inf,,,7.225483942220177,4.24948845291459,0.26338602307518777,7.849076055086062,3.421678467637719,0.21207782861840266,11.402515379477382,8.546834123846144,0.5297382672540675,0.063,0.24308453280719056,0.015066535437521464,0.013,0.11333068359382573,0.007024308543231176,0.04590662530122142,0.09633089274534966,0.005970650590208831,0.0058212557499354904,0.040868281128780166,0.002533042307491241,0.7,0.45848687027025126,0.028417310631788217,0.714,0.45211548127487117,0.028022407850535287,0.504,0.5002341793942455,0.031004835658881246,0.996,0.06315051850925683,0.003914109688633503,0.422,0.49412565219806215,0.030626225220736426,0.387,0.48730736549786363,0.030203623432768268,1.008,1.000468358788491,0.06200967131776249,0.038,0.707,0.996,0.387,0.8252082375773488,11.312019225672005
10,dqn,inf,,,inf,,,7.1962271468498455,4.23607595536808,0.2625547078645633,7.792927072378032,3.27895273410294,0.2032315960041144,11.165161831992936,8.178928042405726,0.5069352120794367,0.062,0.24127621974453717,0.014954455032709323,0.008,0.08912880535463236,0.005524260588988815,0.0430326710552957,0.09373083680635703,0.005809497453511966,0.0030646671481686385,0.029589506894645685,0.0018339766379153913,0.694,0.4610602743422779,0.028576811868656318,0.685,0.46474830929331096,0.02880539864315353,0.54,0.4986468175458945,0.030906449952213023,0.998,0.04469897088298564,0.002770470918293334,0.459,0.49856550980544934,0.030901410446249333,0.426,0.494741112874975,0.030664371868702973,1.08,0.997293635091789,0.061812899904426045,0.035,0.6895,0.998,0.426,0.8244156142401102,10.338112807400867
12,dqn,inf,,,inf,,,7.403085357504803,4.079128240692614,0.2528269877266823,8.212222406317105,2.946626772490335,0.1826338195038047,12.309571872440301,7.827366912759087,0.4851452275127202,0.045,0.2074078542823729,0.012855271993155885,0.007,0.08341437500789631,0.00517007652663781,0.0322864031386907,0.08159148602182698,0.005057092696732575,0.00245375546143665,0.02631753769298196,0.0016311778857362599,0.71,0.45398910351032223,0.028138536159815014,0.727,0.4457237593730782,0.02762624482268633,0.493,0.5002011607355596,0.031002789141213315,1.0,0.0,0.0,0.423,0.4942826269608465,0.03063595461733346,0.396,0.48930912869414506,0.03032769400108461,0.986,1.0004023214711193,0.06200557828242663,0.026,0.7184999999999999,1.0,0.396,0.8516415877771428,12.484352811805579
14,dqn,inf,,,inf,,,7.1922615597240025,4.131472769527366,0.25607133523633935,7.989169188569906,2.9578537273345966,0.18332967337432096,11.856528154925906,7.480030039839781,0.4636170650905252,0.028,0.16505527329729047,0.010230231827443759,0.006,0.07726558075864033,0.004788970310686489,0.030741079073465728,0.07582973468270351,0.00469997564888673,0.00224641475891101,0.0244187586760258,0.0015134903429846879,0.682,0.4659324984298618,0.028878795446251333,0.678,0.4674767743263129,0.028974510657953617,0.545,0.4982200550190881,0.030879998936760574,0.998,0.04469897088298564,0.002770470918293334,0.45,0.49774265212833413,0.030850409199032487,0.436,0.49613521357604745,0.03075077912536229,1.09,0.9964401100381762,0.06175999787352115,0.017,0.68,0.998,0.436,0.8471862379609738,10.877548765987068
16,dqn,inf,,,inf,,,7.280135533318629,4.059879289072184,0.2516339253447397,8.102757486880861,2.88775044544385,0.1789846269466601,12.348007097824215,7.2610119088175145,0.45004218068961566,0.029,0.1678904023081343,0.010405954944083617,0.018,0.13301764429463367,0.008244519009238421,0.027747241747444862,0.07719962957430553,0.00478488261393157,0.005405213814716581,0.03823126229453112,0.0023695981868110554,0.688,0.46354166034011535,0.028730609766197752,0.686,0.46434859709018145,0.028780624224132648,0.531,0.4992877810324305,0.03094617728069637,0.999,0.03162277660168379,0.00196,0.436,0.49613521357604745,0.03075077912536229,0.426,0.4947411128749751,0.030664371868702973,1.062,0.998575562064861,0.06189235456139274,0.0235,0.687,0.999,0.426,0.8534919457802602,11.627125327518092
18,dqn,inf,,,inf,,,7.50810192609993,3.9117421335242204,0.2424522893191875,8.312774761734909,2.633821475753421,0.1632459463474764,13.017716744680449,6.858620954321547,0.4251017309389097,0.016,0.12553788177183717,0.007780918525026022,0.009,0.09448771310560929,0.0058564091325596385,0.020671192271264148,0.0628952117533593,0.0038982856119604723,0.0027372908672774273,0.027213734291255523,0.001686724726380312,0.709,0.4544507954944359,0.028167152125460945,0.699,0.4589222261011223,0.028444294265744692,0.514,0.5000540511325291,0.030993671193552626,1.0,0.0,0.0,0.436,0.49613521357604745,0.03075077912536229,0.429,0.49518098126261295,0.030691635193825548,1.028,1.0001081022650582,0.06198734238710525,0.0125,0.704,1.0,0.429,0.8703881834729645,12.663148584319503
20,dqn,inf,,,inf,,,7.461285152229226,3.936875182311697,0.24401005182195368,8.319959250050468,2.543283810572602,0.1576343637217763,13.091765571758222,6.597105413370693,0.4088928297813693,0.018,0.13301764429463367,0.008244519009238421,0.007,0.08341437500789631,0.00517007652663781,0.021572652292442193,0.06427914916068157,0.003984062941146905,0.001954627091989197,0.022767566974366486,0.0014111484210207598,0.704,0.4567193805747602,0.028307760485487082,0.685,0.46474830929331096,0.02880539864315353,0.53,0.4993489254512813,0.030949967051039973,1.0,0.0,0.0,0.449,0.4976410821532389,0.030844113826754005,0.437,0.49626331445844074,0.03075871890031163,1.06,0.9986978509025626,0.061899934102079945,0.012499999999999999,0.6945,1.0,0.437,0.8694618730666884,12.350722237507757
22,dqn,inf,,,inf,,,7.706947486009665,3.7763076977003993,0.2340579760190532,8.450231647040663,2.54238508170346,0.15757865992935774,14.100489025921132,6.319454433312668,0.3916838437467668,0.008,0.08912880535463236,0.005524260588988815,0.015,0.121613279660528,0.007537669166025826,0.016279003190909944,0.053852064725169325,0.003337785552193154,0.00411528045403821,0.03274702736196905,0.0020296817840480767,0.728,0.44521254947969985,0.027594559705226774,0.711,0.4535247343692345,0.02810975426226072,0.476,0.49967356711524546,0.030970088549837647,1.0,0.0,0.0,0.391,0.48821855490892324,0.030260099537576274,0.388,0.48753840227585526,0.030217943240625985,0.952,0.9993471342304909,0.061940177099675295,0.0115,0.7195,1.0,0.388,0.8845652618712684,14.811438052438163
24,dqn,inf,,,inf,,,7.547021915626688,3.845525685586443,0.23834815135582052,8.506738228525268,2.4099193551331246,0.1493683491350794,14.135778731093705,5.989691106838885,0.37124490101793006,0.01,0.0995485304256668,0.006170081839806496,0.007,0.08341437500789631,0.00517007652663781,0.01674850321372755,0.053596963689811004,0.0033219742262112447,0.002020190639567443,0.022439918614760444,0.001390840565296489,0.708,0.45490981847278583,0.02819560266441577,0.708,0.45490981847278583,0.02819560266441577,0.503,0.500241183071967,0.031005269751323762,1.0,0.0,0.0,0.422,0.4941256521980621,0.03062622522073642,0.416,0.49314012936201734,0.030565141882515422,1.006,1.000482366143934,0.062010539502647524,0.0085,0.708,1.0,0.416,0.8814936437521671,14.051469911623961
26,dqn,inf,,,inf,,,7.4042220792849385,3.8729974422899245,0.24005086847699694,8.50807877510593,2.433054481265246,0.150802279108722,14.273303910908455,5.750448786614712,0.3564165083835397,0.005,0.07056897321046963,0.004373910274695983,0.009,0.09448771310560929,0.0058564091325596385,0.01608939990909285,0.05142251702223324,0.003187200625457113,0.002617946572299659,0.025678199587738634,0.0015915512994291552,0.686,0.46434859709018145,0.028780624224132648,0.711,0.4535247343692345,0.02810975426226072,0.515,0.5000250243988045,0.030991872097957167,1.0,0.0,0.0,0.427,0.4948898017901722,0.03067358770314589,0.424,0.49443752736667196,0.030645555443954163,1.03,1.000050048797609,0.061983744195914334,0.006999999999999999,0.6985,1.0,0.424,0.8769052403303507,13.85757661253248
28,dqn,inf,,,inf,,,7.275643822587615,3.9305615366568225,0.24361872801002454,8.452582298416276,2.470745908529992,0.15313841797373767,14.291259410029276,5.629402987101489,0.34891401200144523,0.002,0.04469897088298564,0.002770470918293334,0.012,0.10893974420691409,0.006752155300435648,0.016673598447973448,0.04924610066896182,0.0030523049423188766,0.003575769024229599,0.0296144058700514,0.001835519892399648,0.671,0.4700850773849134,0.029136174956419576,0.698,0.4593549901840699,0.028471117261500607,0.53,0.49934892545128134,0.03094996705103998,1.0,0.0,0.0,0.429,0.49518098126261295,0.030691635193825548,0.427,0.4948898017901722,0.03067358770314589,1.06,0.9986978509025627,0.06189993410207996,0.007,0.6845,1.0,0.427,0.8712397082609196,13.482320198140828
30,dqn,inf,,,inf,,,7.740676414177731,3.691922432717507,0.22882772310831856,8.46011745339635,2.4744335066683587,0.15336697767430532,15.02710591405216,5.341445644034051,0.3310662309693986,0.003,0.054717401199198004,0.003391419662520009,0.013,0.11333068359382573,0.007024308543231176,0.012415413495460352,0.043591402553294446,0.0027018231220059218,0.00399992008463339,0.031062403850196412,0.0019252677370254457,0.723,0.44774040634219225,0.027751237896800292,0.699,0.45892222610112227,0.02844429426574469,0.495,0.50022517452166,0.031004277531096015,1.0,0.0,0.0,0.412,0.4924413655436539,0.030521832052349547,0.411,0.4922614359477303,0.030510679900454335,0.99,1.00045034904332,0.06200855506219203,0.008,0.711,1.0,0.411,0.8883471977838142,15.17889486267895
